LV,M,Speed,Visual,Audio,Survey_Score 
0.57,1,0,0.5,1,0.9
0.57,1,0,0.5,1,0.9
0.57,1,0,0.5,1,0.9
0.57,1,0,0.75,1,0.65
0.57,1,0,0.5,1,0.9
0.57,0.5,1,0.5,1,0.4
0.57,0.5,1,0.5,1,0.4
0.57,0.5,1,0.75,1,0.15
0.57,0.5,1,0.5,1,0.4
0.57,0.5,1,0.75,1,0.15
0.57,1,1,0.25,1,0.15
0.57,1,1,0.25,1,0.15
0.57,1,1,0.25,1,0.15
0.42,0.5,1,0.25,1,0.8
0.42,0.5,1,0.5,1,0.55
0.42,0.5,1,0.25,1,0.8
0.57,0.5,1,0.5,0.5,0.9
0.42,0.5,1,0.5,1,0.55
0.57,0,1,0.5,1,0.9
0.57,0.5,1,0.5,0.5,0.9
0.42,0.5,1,0.5,1,0.55
0.42,0.5,1,0.25,1,0.8
0.57,0.5,1,0.5,0.5,0.9
0.42,0.5,1,0.5,1,0.55
0.57,0,1,0.5,1,0.9
0.57,0.5,1,0.5,0.5,0.9
0.42,0.5,1,0.5,1,0.55
0.57,0.5,1,0.75,0.5,0.65
0.42,0.5,1,0.75,1,0.3
0.57,0,1,0.75,1,0.65
0.57,0.5,1,0.75,0.5,0.65
0.57,0.5,1,0.5,0.5,0.9
0.42,0.5,1,0.5,1,0.55
0.57,0,1,0.5,1,0.9
0.57,0.5,1,0.5,0.5,0.9
0.57,0.5,1,0.75,0.5,0.65
0.57,0,1,0.75,1,0.65
0.57,0.5,1,0.75,0.5,0.65
0.71,0.5,0,0.75,1,1
0.71,1,0,0.5,1,0.75
0.71,1,0,0.5,1,0.75
0.71,1,0,0.75,1,0.5
0.71,1,0,0.5,1,0.75
0.71,1,0,0.75,1,0.5
0.71,0.5,0,0.75,1,1
0.71,0.5,0,0.75,1,1
0.71,0.5,0,1,1,0.75
0.71,0.5,0,1,1,0.75
0.71,1,0,0.5,1,0.75
0.71,1,0,0.75,1,0.5
0.71,1,0,0.5,1,0.75
0.71,1,0,0.75,1,0.5
0.71,1,0,0.75,1,0.5
0.71,1,0,0.5,1,0.75
0.71,1,0,0.5,1,0.75
0.71,1,0,0.75,1,0.5
0.71,1,0,1,1,0.25
0.71,1,0,0.75,1,0.5
0.71,1,0,0.75,0.5,1
0.71,0.5,0,0.75,1,1
0.71,1,0,0.75,0.5,1
0.71,1,0,0.75,0.5,1
0.71,0.5,0,0.75,1,1
0.71,1,0,0.75,0.5,1
0.71,0.5,1,0.75,1,0
0.71,0.5,1,0.75,1,0
0.71,0.5,1,0.75,1,0
0.71,0.5,1,0.5,1,0.25
0.71,0.5,1,0.75,0.5,0.5
0.71,0,1,0.75,1,0.5
0.71,0.5,1,0.75,0.5,0.5
0.71,1,1,0.5,0.5,0.25
0.71,0.5,1,0.5,1,0.25
0.71,1,1,0.5,0.5,0.25
0.71,1,1,0.5,0.5,0.25
0.71,0.5,1,0.5,1,0.25
0.71,1,1,0.5,0.5,0.25
0.71,1,1,0.75,0.5,0
0.71,0.5,1,0.75,1,0
0.71,1,1,0.75,0.5,0
0.71,1,1,0.5,0.5,0.25
0.71,0.5,1,0.5,1,0.25
0.71,1,1,0.5,0.5,0.25
0.71,1,1,0.75,0.5,0
0.71,0.5,1,0.75,1,0
0.71,1,1,0.75,0.5,0
0.71,0,1,0.75,0.5,1
0.71,0.5,1,0.75,0,1
0.71,0,1,0.75,0.5,1
0.85,1,0,0.75,1,0.35
0.85,0.5,0,1,1,0.6
0.85,1,0,0.75,1,0.35
0.85,1,0,1,1,0.1
0.85,1,0,1,1,0.1
0.85,1,0,1,1,0.1
1,1,0,1,0.5,0.45
0.85,1,0,1,1,0.1
1,0.5,0,1,1,0.45
1,1,0,1,0.5,0.45
0.85,0.5,0,0.75,1,0.85
1,1,0,1,0.5,0.45
0.85,1,0,0.75,0.5,0.85
0.85,0.5,0,0.75,1,0.85
0.85,1,0,0.75,0.5,0.85
0.85,1,0,1,0.5,0.6
0.85,0.5,0,1,1,0.6
0.85,1,0,1,0.5,0.6
0.85,1,0,0.75,0.5,0.85
0.85,0.5,0,0.75,1,0.85
0.85,1,0,0.75,0.5,0.85
0.85,1,0,1,0.5,0.6
1,0.5,0,1,0.5,0.95
1,1,0,1,0,0.95
0.85,0.5,0,1,1,0.6
0.85,1,0,1,0.5,0.6
1,0.5,0,1,0.5,0.95
0.85,1,0,0.75,0.5,0.85
0.85,1,1,0.5,0.5,0.1
0.85,0.5,1,1,0.5,0.1
0.85,0,1,1,1,0.1
0.85,0.5,1,1,0.5,0.1
0.85,1,1,0.5,0.5,0.1
0.85,0.5,1,0.5,1,0.1
0.85,1,1,0.5,0.5,0.1
0.85,0.5,1,0.75,0.5,0.35
0.85,1,1,0.75,0,0.35
0.28,0.5,1,0.25,1,0.9
0.28,0.5,1,0.25,1,0.9
0.28,0.5,1,0.25,1,0.9
0.28,0.5,1,0.5,1,0.65
0.28,0.5,1,0.25,1,0.9
0.57,1,0,0.5,1,0.85
0.57,1,0,0.5,1,0.85
0.57,1,0,0.5,1,0.85
0.57,1,0,0.5,1,0.85
0.57,1,0,0.5,1,0.85
0.57,1,0,0.75,1,0.6
0.57,1,0,0.5,1,0.85
0.57,0.5,1,0.5,1,0.35
0.57,0.5,1,0.5,1,0.35
0.57,0.5,1,0.75,1,0.1
0.57,0.5,1,0.5,1,0.35
0.57,0.5,1,0.75,1,0.1
0.57,1,1,0.25,1,0.1
0.57,1,1,0.25,1,0.1
0.57,1,1,0.25,1,0.1
0.42,0.5,1,0.25,1,0.75
0.42,0.5,1,0.5,1,0.5
0.42,0.5,1,0.25,1,0.75
0.57,0.5,1,0.5,0.5,0.85
0.42,0.5,1,0.5,1,0.5
0.57,0,1,0.5,1,0.85
0.57,0.5,1,0.5,0.5,0.85
0.42,0.5,1,0.5,1,0.5
0.42,0.5,1,0.25,1,0.75
0.57,0.5,1,0.5,0.5,0.85
0.42,0.5,1,0.5,1,0.5
0.57,0,1,0.5,1,0.85
0.57,0.5,1,0.5,0.5,0.85
0.42,0.5,1,0.5,1,0.5
0.57,0.5,1,0.75,0.5,0.6
0.42,0.5,1,0.75,1,0.25
0.57,0,1,0.75,1,0.6
0.57,0.5,1,0.75,0.5,0.6
0.57,0.5,1,0.5,0.5,0.85
0.42,0.5,1,0.5,1,0.5
0.57,0,1,0.5,1,0.85
0.57,0.5,1,0.5,0.5,0.85
0.57,0.5,1,0.75,0.5,0.6
0.57,0,1,0.75,1,0.6
0.57,0.5,1,0.75,0.5,0.6
0.42,0.5,1,0.5,0.5,1
0.42,0,1,0.5,1,1
0.42,0.5,1,0.5,0.5,1
0.42,0.5,1,0.5,0.5,1
0.42,0,1,0.5,1,1
0.71,0.5,0,0.75,1,0.95
0.71,1,0,0.5,1,0.7
0.71,1,0,0.5,1,0.7
0.71,1,0,0.75,1,0.45
0.71,1,0,0.5,1,0.7
0.71,1,0,0.75,1,0.45
0.71,0.5,0,0.75,1,0.95
0.71,0.5,0,0.75,1,0.95
0.71,0.5,0,1,1,0.7
0.71,0.5,0,1,1,0.7
0.71,1,0,0.5,1,0.7
0.71,1,0,0.75,1,0.45
0.71,1,0,0.5,1,0.7
0.71,1,0,0.75,1,0.45
0.71,1,0,0.75,1,0.45
0.71,1,0,0.5,1,0.7
0.71,1,0,0.5,1,0.7
0.71,1,0,0.75,1,0.45
0.71,1,0,1,1,0.2
0.71,1,0,0.75,1,0.45
0.71,1,0,0.75,0.5,0.95
0.71,0.5,0,0.75,1,0.95
0.71,1,0,0.75,0.5,0.95
0.71,1,0,0.75,0.5,0.95
0.71,0.5,0,0.75,1,0.95
0.71,1,0,0.75,0.5,0.95
0.71,0.5,1,0.5,1,0.2
0.71,0.5,1,0.75,0.5,0.45
0.71,0,1,0.75,1,0.45
0.71,0.5,1,0.75,0.5,0.45
0.71,1,1,0.5,0.5,0.2
0.71,0.5,1,0.5,1,0.2
0.71,1,1,0.5,0.5,0.2
0.71,1,1,0.5,0.5,0.2
0.71,0.5,1,0.5,1,0.2
0.71,1,1,0.5,0.5,0.2
0.71,1,1,0.5,0.5,0.2
0.71,0.5,1,0.5,1,0.2
0.71,1,1,0.5,0.5,0.2
0.71,0,1,0.75,0.5,0.95
0.71,0.5,1,0.75,0,0.95
0.71,0,1,0.75,0.5,0.95
0.85,0.5,0,1,1,0.55
0.85,0.5,0,0.75,1,0.8
0.85,1,0,0.75,0.5,0.8
0.85,0.5,0,0.75,1,0.8
0.85,1,0,0.75,0.5,0.8
0.85,1,0,1,0.5,0.55
0.85,0.5,0,1,1,0.55
0.85,1,0,1,0.5,0.55
0.85,1,0,0.75,0.5,0.8
0.85,0.5,0,0.75,1,0.8
0.85,1,0,0.75,0.5,0.8
0.85,1,0,1,0.5,0.55
0.85,0.5,0,1,1,0.55
0.85,1,0,1,0.5,0.55
0.85,1,0,0.75,0.5,0.8
0.85,1,0,0.75,1,0.3
0.85,1,0,0.75,1,0.3
0.85,1,0,1,1,0.05
0.85,1,0,1,1,0.05
0.85,1,0,1,1,0.05
1,1,0,1,0.5,0.4
0.85,1,0,1,1,0.05
1,0.5,0,1,1,0.4
1,1,0,1,0.5,0.4
1,1,0,1,0.5,0.4
1,0.5,0,1,0.5,0.9
1,1,0,1,0,0.9
1,0.5,0,1,0.5,0.9
0.85,1,1,0.5,0.5,0.05
0.85,0.5,1,1,0.5,0.05
0.85,0,1,1,1,0.05
0.85,0.5,1,1,0.5,0.05
0.85,1,1,0.5,0.5,0.05
0.85,0.5,1,0.5,1,0.05
0.85,1,1,0.5,0.5,0.05
0.85,0.5,1,0.75,0.5,0.3
0.85,1,1,0.75,0,0.3
0.14,0.5,1,0.25,1,1
0.28,0.5,1,0.25,1,0.85
0.28,0.5,1,0.25,1,0.85
0.28,0.5,1,0.25,1,0.85
0.28,0.5,1,0.5,1,0.6
0.28,0.5,1,0.25,1,0.85
0.57,1,0,0.5,1,0.8
0.57,1,0,0.5,1,0.8
0.57,1,0,0.5,1,0.8
0.57,1,0,0.5,1,0.8
0.57,1,0,0.5,1,0.8
0.57,1,0,0.75,1,0.55
0.57,1,0,0.5,1,0.8
0.42,0.5,1,0.25,1,0.7
0.42,0.5,1,0.5,1,0.45
0.42,0.5,1,0.25,1,0.7
0.57,0.5,1,0.5,0.5,0.8
0.42,0.5,1,0.5,1,0.45
0.57,0,1,0.5,1,0.8
0.57,0.5,1,0.5,0.5,0.8
0.42,0.5,1,0.5,1,0.45
0.42,0.5,1,0.25,1,0.7
0.57,0.5,1,0.5,0.5,0.8
0.42,0.5,1,0.5,1,0.45
0.57,0,1,0.5,1,0.8
0.57,0.5,1,0.5,0.5,0.8
0.42,0.5,1,0.5,1,0.45
0.57,0.5,1,0.75,0.5,0.55
0.42,0.5,1,0.75,1,0.2
0.57,0,1,0.75,1,0.55
0.57,0.5,1,0.75,0.5,0.55
0.57,0.5,1,0.5,0.5,0.8
0.42,0.5,1,0.5,1,0.45
0.57,0,1,0.5,1,0.8
0.57,0.5,1,0.5,0.5,0.8
0.57,0.5,1,0.75,0.5,0.55
0.57,0,1,0.75,1,0.55
0.57,0.5,1,0.75,0.5,0.55
0.42,0.5,1,0.5,0.5,0.95
0.42,0,1,0.5,1,0.95
0.42,0.5,1,0.5,0.5,0.95
0.42,0.5,1,0.5,0.5,0.95
0.42,0,1,0.5,1,0.95
0.57,0.5,1,0.5,1,0.3
0.57,0.5,1,0.5,1,0.3
0.57,0.5,1,0.75,1,0.05
0.57,0.5,1,0.5,1,0.3
0.57,0.5,1,0.75,1,0.05
0.57,1,1,0.25,1,0.05
0.57,1,1,0.25,1,0.05
0.57,1,1,0.25,1,0.05
0.71,0.5,0,0.75,1,0.9
0.71,1,0,0.5,1,0.65
0.71,1,0,0.5,1,0.65
0.71,1,0,0.75,1,0.4
0.71,1,0,0.5,1,0.65
0.71,1,0,0.75,1,0.4
0.71,0.5,0,0.75,1,0.9
0.71,0.5,0,0.75,1,0.9
0.71,0.5,0,1,1,0.65
0.71,0.5,0,1,1,0.65
0.71,1,0,0.5,1,0.65
0.71,1,0,0.75,1,0.4
0.71,1,0,0.5,1,0.65
0.71,1,0,0.75,1,0.4
0.71,1,0,0.75,1,0.4
0.71,1,0,0.5,1,0.65
0.71,1,0,0.5,1,0.65
0.71,1,0,0.75,1,0.4
0.71,1,0,1,1,0.15
0.71,1,0,0.75,1,0.4
0.71,1,0,0.75,0.5,0.9
0.71,0.5,0,0.75,1,0.9
0.71,1,0,0.75,0.5,0.9
0.71,1,0,0.75,0.5,0.9
0.71,0.5,0,0.75,1,0.9
0.71,1,0,0.75,0.5,0.9
0.71,0.5,1,0.5,1,0.15
0.71,0.5,1,0.75,0.5,0.4
0.71,0,1,0.75,1,0.4
0.71,0.5,1,0.75,0.5,0.4
0.71,1,1,0.5,0.5,0.15
0.71,0.5,1,0.5,1,0.15
0.71,1,1,0.5,0.5,0.15
0.71,1,1,0.5,0.5,0.15
0.71,0.5,1,0.5,1,0.15
0.71,1,1,0.5,0.5,0.15
0.71,1,1,0.5,0.5,0.15
0.71,0.5,1,0.5,1,0.15
0.71,1,1,0.5,0.5,0.15
0.71,0,1,0.75,0.5,0.9
0.71,0.5,1,0.75,0,0.9
0.71,0,1,0.75,0.5,0.9
0.85,1,0,0.75,1,0.25
0.85,0.5,0,1,1,0.5
0.85,1,0,0.75,1,0.25
0.85,1,0,1,1,0
0.85,1,0,1,1,0
0.85,1,0,1,1,0
1,1,0,1,0.5,0.35
0.85,1,0,1,1,0
1,0.5,0,1,1,0.35
1,1,0,1,0.5,0.35
0.85,1,0,0.5,0.5,1
0.85,0.5,0,0.75,1,0.75
1,1,0,1,0.5,0.35
0.85,0.5,0,1,0.5,1
0.85,0,0,1,1,1
0.85,0.5,0,1,0.5,1
0.85,1,0,0.75,0.5,0.75
0.85,0.5,0,0.75,1,0.75
0.85,1,0,0.75,0.5,0.75
0.85,1,0,0.5,0.5,1
0.85,0.5,0,0.5,1,1
0.85,1,0,0.5,0.5,1
0.85,1,0,1,0.5,0.5
0.85,0.5,0,1,1,0.5
0.85,1,0,1,0.5,0.5
0.85,1,0,0.75,0.5,0.75
0.85,0.5,0,0.75,1,0.75
0.85,1,0,0.75,0.5,0.75
0.85,1,0,1,0.5,0.5
1,0.5,0,1,0.5,0.85
1,1,0,1,0,0.85
0.85,0.5,0,1,1,0.5
0.85,1,0,1,0.5,0.5
1,0.5,0,1,0.5,0.85
0.85,1,0,0.75,0.5,0.75
0.85,1,1,0.5,0.5,0
0.85,0.5,1,1,0.5,0
0.85,0,1,1,1,0
0.85,0.5,1,1,0.5,0
0.85,1,1,0.5,0.5,0
0.85,0.5,1,0.5,1,0
0.85,1,1,0.5,0.5,0
0.85,0.5,1,0.75,0.5,0.25
0.85,1,1,0.75,0,0.25
0.14,0.5,1,0.25,1,0.95
0.28,0.5,1,0.25,1,0.8
0.28,0.5,1,0.25,1,0.8
0.28,0.5,1,0.25,1,0.8
0.28,0.5,1,0.5,1,0.55
0.28,0.5,1,0.25,1,0.8
0.57,0.5,0,0.75,1,1
0.57,0.5,0,0.75,1,1
0.57,1,0,0.25,1,1
0.57,1,0,0.5,1,0.75
0.57,1,0,0.25,1,1
0.57,1,0,0.5,1,0.75
0.57,1,0,0.5,1,0.75
0.57,1,0,0.25,1,1
0.57,1,0,0.5,1,0.75
0.57,1,0,0.5,1,0.75
0.57,1,0,0.75,1,0.5
0.57,1,0,0.5,1,0.75
0.57,0.5,1,0.5,1,0.25
0.57,0.5,1,0.5,1,0.25
0.57,0.5,1,0.75,1,0
0.57,0.5,1,0.5,1,0.25
0.57,0.5,1,0.75,1,0
0.57,1,1,0.25,1,0
0.57,1,1,0.25,1,0
0.57,1,1,0.25,1,0
0.42,0.5,1,0.25,1,0.65
0.42,0.5,1,0.5,1,0.4
0.42,0.5,1,0.25,1,0.65
0.57,0.5,1,0.5,0.5,0.75
0.42,0.5,1,0.5,1,0.4
0.57,0,1,0.5,1,0.75
0.57,0.5,1,0.5,0.5,0.75
0.42,0.5,1,0.5,1,0.4
0.42,0.5,1,0.25,1,0.65
0.57,0.5,1,0.5,0.5,0.75
0.42,0.5,1,0.5,1,0.4
0.57,0,1,0.5,1,0.75
0.57,0.5,1,0.5,0.5,0.75
0.42,0.5,1,0.5,1,0.4
0.57,0.5,1,0.75,0.5,0.5
0.42,0.5,1,0.75,1,0.15
0.57,0,1,0.75,1,0.5
0.57,0.5,1,0.75,0.5,0.5
0.57,0.5,1,0.5,0.5,0.75
0.42,0.5,1,0.5,1,0.4
0.57,0,1,0.5,1,0.75
0.57,0.5,1,0.5,0.5,0.75
0.57,0.5,1,0.75,0.5,0.5
0.57,0,1,0.75,1,0.5
0.57,0.5,1,0.75,0.5,0.5
0.42,0.5,1,0.5,0.5,0.9
0.42,0,1,0.5,1,0.9
0.42,0.5,1,0.5,0.5,0.9
0.42,0.5,1,0.5,0.5,0.9
0.42,0,1,0.5,1,0.9
0.71,0.5,0,0.75,1,0.85
0.71,1,0,0.5,1,0.6
0.71,1,0,0.5,1,0.6
0.71,1,0,0.75,1,0.35
0.71,1,0,0.5,1,0.6
0.71,1,0,0.75,1,0.35
0.71,0.5,0,0.75,1,0.85
0.71,0.5,0,0.75,1,0.85
0.71,0.5,0,1,1,0.6
0.71,0.5,0,1,1,0.6
0.71,1,0,0.5,1,0.6
0.71,1,0,0.75,1,0.35
0.71,1,0,0.5,1,0.6
0.71,1,0,0.75,1,0.35
0.71,1,0,0.75,1,0.35
0.71,1,0,0.5,1,0.6
0.71,1,0,0.5,1,0.6
0.71,1,0,0.75,1,0.35
0.71,1,0,1,1,0.1
0.71,1,0,0.75,1,0.35
0.71,1,0,0.75,0.5,0.85
0.71,0.5,0,0.75,1,0.85
0.71,1,0,0.75,0.5,0.85
0.71,1,0,0.75,0.5,0.85
0.71,0.5,0,0.75,1,0.85
0.71,1,0,0.75,0.5,0.85
0.71,0.5,1,0.5,1,0.1
0.71,0.5,1,0.75,0.5,0.35
0.71,0,1,0.75,1,0.35
0.71,0.5,1,0.75,0.5,0.35
0.71,1,1,0.5,0.5,0.1
0.71,0.5,1,0.5,1,0.1
0.71,1,1,0.5,0.5,0.1
0.71,1,1,0.5,0.5,0.1
0.71,0.5,1,0.5,1,0.1
0.71,1,1,0.5,0.5,0.1
0.71,1,1,0.5,0.5,0.1
0.71,0.5,1,0.5,1,0.1
0.71,1,1,0.5,0.5,0.1
0.71,0,1,0.75,0.5,0.85
0.71,0.5,1,0.75,0,0.85
0.71,0,1,0.75,0.5,0.85
0.85,1,0,0.75,1,0.2
0.85,0.5,0,1,1,0.45
0.85,1,0,0.75,1,0.2
0.85,1,0,1,0.5,0.45
0.85,0.5,0,1,1,0.45
0.85,1,0,1,0.5,0.45
0.85,1,0,1,0.5,0.45
0.85,0.5,0,1,1,0.45
0.85,1,0,1,0.5,0.45
0.85,0.5,1,0.75,0.5,0.2
0.85,1,1,0.75,0,0.2
1,1,0,1,0.5,0.3
1,0.5,0,1,1,0.3
1,1,0,1,0.5,0.3
0.85,1,0,0.5,0.5,0.95
0.85,0.5,0,0.75,1,0.7
1,1,0,1,0.5,0.3
0.85,0.5,0,1,0.5,0.95
0.85,0,0,1,1,0.95
0.85,0.5,0,1,0.5,0.95
0.85,1,0,0.75,0.5,0.7
0.85,0.5,0,0.75,1,0.7
0.85,1,0,0.75,0.5,0.7
0.85,1,0,0.5,0.5,0.95
0.85,0.5,0,0.5,1,0.95
0.85,1,0,0.5,0.5,0.95
0.85,1,0,0.75,0.5,0.7
0.85,0.5,0,0.75,1,0.7
0.85,1,0,0.75,0.5,0.7
1,0.5,0,1,0.5,0.8
1,1,0,1,0,0.8
1,0.5,0,1,0.5,0.8
0.85,1,0,0.75,0.5,0.7
0.14,0.5,1,0.25,1,0.9
0.28,0.5,1,0.25,1,0.75
0.28,0.5,1,0,1,1
0.28,0.5,1,0.25,1,0.75
0.28,0.5,1,0.25,1,0.75
0.28,0.5,1,0.5,1,0.5
0.28,0.5,1,0.25,1,0.75
0.57,1,0,0.75,1,0.45
0.57,0.5,1,0.5,1,0.2
0.57,0.5,1,0.5,1,0.2
0.57,0.5,1,0.5,1,0.2
0.42,0.5,1,0.25,1,0.6
0.42,0.5,1,0.5,1,0.35
0.42,0.5,1,0.25,1,0.6
0.42,0.5,1,0.5,1,0.35
0.42,0.5,1,0.5,1,0.35
0.42,0.5,1,0.25,1,0.6
0.42,0.5,1,0.5,1,0.35
0.42,0.5,1,0.5,1,0.35
0.57,0.5,1,0.75,0.5,0.45
0.42,0.5,1,0.75,1,0.1
0.57,0,1,0.75,1,0.45
0.57,0.5,1,0.75,0.5,0.45
0.42,0.5,1,0.5,1,0.35
0.57,0.5,1,0.75,0.5,0.45
0.57,0,1,0.75,1,0.45
0.57,0.5,1,0.75,0.5,0.45
0.42,0.5,1,0.5,0.5,0.85
0.42,0,1,0.5,1,0.85
0.42,0.5,1,0.5,0.5,0.85
0.42,0.5,1,0.5,0.5,0.85
0.42,0,1,0.5,1,0.85
0.57,0.5,0,0.75,1,0.95
0.57,0.5,0,0.75,1,0.95
0.57,1,0,0.25,1,0.95
0.57,1,0,0.5,1,0.7
0.57,1,0,0.25,1,0.95
0.57,1,0,0.5,1,0.7
0.57,1,0,0.5,1,0.7
0.57,1,0,0.25,1,0.95
0.57,1,0,0.5,1,0.7
0.57,1,0,0.5,1,0.7
0.57,1,0,0.5,1,0.7
0.57,0.5,1,0.5,0.5,0.7
0.57,0,1,0.5,1,0.7
0.57,0.5,1,0.5,0.5,0.7
0.57,0.5,1,0.5,0.5,0.7
0.57,0,1,0.5,1,0.7
0.57,0.5,1,0.5,0.5,0.7
0.57,0.5,1,0.5,0.5,0.7
0.57,0,1,0.5,1,0.7
0.57,0.5,1,0.5,0.5,0.7
0.71,0.5,0,0.75,1,0.8
0.71,1,0,0.5,1,0.55
0.71,1,0,0.5,1,0.55
0.71,1,0,0.75,1,0.3
0.71,1,0,0.5,1,0.55
0.71,1,0,0.75,1,0.3
0.71,0.5,0,0.75,1,0.8
0.71,0.5,0,0.75,1,0.8
0.71,0.5,0,1,1,0.55
0.71,0.5,0,1,1,0.55
0.71,1,0,0.5,1,0.55
0.71,1,0,0.75,1,0.3
0.71,1,0,0.5,1,0.55
0.71,1,0,0.75,1,0.3
0.71,1,0,0.75,1,0.3
0.71,1,0,0.5,1,0.55
0.71,1,0,0.5,1,0.55
0.71,1,0,0.75,1,0.3
0.71,1,0,1,1,0.05
0.71,1,0,0.75,1,0.3
0.71,1,0,0.75,0.5,0.8
0.71,0.5,0,0.75,1,0.8
0.71,1,0,0.75,0.5,0.8
0.71,1,0,0.75,0.5,0.8
0.71,0.5,0,0.75,1,0.8
0.71,1,0,0.75,0.5,0.8
0.71,0.5,1,0.5,1,0.05
0.71,0.5,1,0.75,0.5,0.3
0.71,0,1,0.75,1,0.3
0.71,0.5,1,0.75,0.5,0.3
0.71,1,1,0.5,0.5,0.05
0.71,0.5,1,0.5,1,0.05
0.71,1,1,0.5,0.5,0.05
0.71,1,1,0.5,0.5,0.05
0.71,0.5,1,0.5,1,0.05
0.71,1,1,0.5,0.5,0.05
0.71,1,1,0.5,0.5,0.05
0.71,0.5,1,0.5,1,0.05
0.71,1,1,0.5,0.5,0.05
0.71,0,1,0.75,0.5,0.8
0.71,0.5,1,0.75,0,0.8
0.71,0,1,0.75,0.5,0.8
0.85,1,0,0.75,1,0.15
0.85,0.5,0,1,1,0.4
0.85,1,0,0.75,1,0.15
1,1,0,1,0.5,0.25
1,0.5,0,1,1,0.25
1,1,0,1,0.5,0.25
0.85,1,0,0.5,0.5,0.9
0.85,0.5,0,0.75,1,0.65
1,1,0,1,0.5,0.25
0.85,0.5,0,1,0.5,0.9
0.85,0,0,1,1,0.9
0.85,0.5,0,1,0.5,0.9
0.85,1,0,0.75,0.5,0.65
0.85,0.5,0,0.75,1,0.65
0.85,1,0,0.75,0.5,0.65
0.85,1,0,0.5,0.5,0.9
0.85,0.5,0,0.5,1,0.9
0.85,1,0,0.5,0.5,0.9
0.85,1,0,1,0.5,0.4
0.85,0.5,0,1,1,0.4
0.85,1,0,1,0.5,0.4
0.85,1,0,0.75,0.5,0.65
0.85,0.5,0,0.75,1,0.65
0.85,1,0,0.75,0.5,0.65
0.85,1,0,1,0.5,0.4
1,0.5,0,1,0.5,0.75
1,1,0,1,0,0.75
0.85,0.5,0,1,1,0.4
0.85,1,0,1,0.5,0.4
1,0.5,0,1,0.5,0.75
0.85,1,0,0.75,0.5,0.65
0.85,0.5,1,0.75,0.5,0.15
0.85,1,1,0.75,0,0.15
0.14,0.5,1,0.25,1,0.85
0.28,0.5,1,0.25,1,0.7
0.28,0.5,1,0,1,0.95
0.28,0.5,1,0.25,1,0.7
0.28,0.5,1,0.25,1,0.7
0.28,0.5,1,0.5,1,0.45
0.28,0.5,1,0.25,1,0.7
0.57,0.5,0,0.75,1,0.9
0.57,0.5,0,0.75,1,0.9
0.57,1,0,0.25,1,0.9
0.57,1,0,0.5,1,0.65
0.57,1,0,0.25,1,0.9
0.57,1,0,0.5,1,0.65
0.57,1,0,0.5,1,0.65
0.57,1,0,0.25,1,0.9
0.57,1,0,0.5,1,0.65
0.57,1,0,0.5,1,0.65
0.57,1,0,0.75,1,0.4
0.57,1,0,0.5,1,0.65
0.57,0.5,1,0.5,1,0.15
0.57,0.5,1,0.5,1,0.15
0.57,0.5,1,0.5,1,0.15
0.42,0.5,1,0.25,1,0.55
0.42,0.5,1,0.5,1,0.3
0.42,0.5,1,0.25,1,0.55
0.57,0.5,1,0.5,0.5,0.65
0.42,0.5,1,0.5,1,0.3
0.57,0,1,0.5,1,0.65
0.57,0.5,1,0.5,0.5,0.65
0.42,0.5,1,0.5,1,0.3
0.42,0.5,1,0.25,1,0.55
0.57,0.5,1,0.5,0.5,0.65
0.42,0.5,1,0.5,1,0.3
0.57,0,1,0.5,1,0.65
0.57,0.5,1,0.5,0.5,0.65
0.42,0.5,1,0.5,1,0.3
0.57,0.5,1,0.75,0.5,0.4
0.42,0.5,1,0.75,1,0.05
0.57,0,1,0.75,1,0.4
0.57,0.5,1,0.75,0.5,0.4
0.57,0.5,1,0.5,0.5,0.65
0.42,0.5,1,0.5,1,0.3
0.57,0,1,0.5,1,0.65
0.57,0.5,1,0.5,0.5,0.65
0.57,0.5,1,0.75,0.5,0.4
0.57,0,1,0.75,1,0.4
0.57,0.5,1,0.75,0.5,0.4
0.42,0.5,1,0.5,0.5,0.8
0.42,0,1,0.5,1,0.8
0.42,0.5,1,0.5,0.5,0.8
0.42,0.5,1,0.5,0.5,0.8
0.42,0,1,0.5,1,0.8
0.71,0.5,0,0.75,1,0.75
0.71,1,0,0.5,1,0.5
0.71,1,0,0.5,1,0.5
0.71,1,0,0.75,1,0.25
0.71,1,0,0.5,1,0.5
0.71,1,0,0.75,1,0.25
0.71,0.5,0,0.75,1,0.75
0.71,0.5,0,0.75,1,0.75
0.71,0.5,0,1,1,0.5
0.71,0.5,0,0.5,1,1
0.71,0.5,0,1,1,0.5
0.71,1,0,0.5,1,0.5
0.71,1,0,0.75,1,0.25
0.71,1,0,0.5,1,0.5
0.71,1,0,0.75,1,0.25
0.71,1,0,0.75,1,0.25
0.71,1,0,0.5,1,0.5
0.71,1,0,0.5,1,0.5
0.71,1,0,0.75,1,0.25
0.71,1,0,1,1,0
0.71,1,0,0.75,1,0.25
0.71,1,0,0.5,0.5,1
0.71,0.5,0,0.5,1,1
0.71,1,0,0.5,0.5,1
0.71,1,0,0.5,0.5,1
0.71,0.5,0,0.5,1,1
0.71,1,0,0.5,0.5,1
0.71,1,0,0.75,0.5,0.75
0.71,0.5,0,0.75,1,0.75
0.71,1,0,0.75,0.5,0.75
